student_id,class_id
s_202214640,112102C
s_202214641,111201A
s_202214642,111203A
s_202214643,113103C
s_202214644,113102B
s_202214645,113203A
s_202214646,113103C
s_202214648,112103A
s_202214649,113201B
s_202214651,113102B
s_202214652,112103A
s_202214654,113203C
s_202214656,113202B
s_202214657,112201A
s_202214658,112102C
s_202214659,111103C
s_202214661,112101B
s_202214662,113102C
s_202214663,113103C
s_202214664,111201B
s_202214665,112203A
s_202214666,111102C
s_202214667,113202C
s_202214668,112101C
s_202214669,113201B
s_202214670,111102C
s_202214671,113203A
s_202214672,112101B
s_202214673,111103A
s_202214674,113201B
s_202214675,112101A
s_202214676,111201A
s_202214677,113102B
s_202214678,112102A
s_202214679,112101A
s_202214680,112202A
s_202214681,113102C
s_202214683,112103A
s_202214684,112102B
s_202214685,111101C
s_202214686,113202C
s_202214687,111103C
s_202214688,112203A
s_202214689,113201B
s_202214690,112201A
s_202214691,111102B
s_202214692,113203C
s_202214693,111103A
s_202214695,112101A
s_202214696,111201A
s_202214697,111102C
s_202214698,111103A
s_202214699,111101A
s_202214700,111201B
s_202214701,113103C
s_202214703,111101A
s_202214704,113201C
s_202214705,113102B
s_202214706,113101C
s_202214707,111102C
s_202214708,111103A
s_202214709,113202A
s_202214711,111103A
s_202214712,111203C
s_202214713,113201B
s_202214714,113202A
s_202214715,113101A
s_202214716,111101A
s_202214717,113203A
s_202214718,113202C
s_202214719,113103A
s_202214720,111102A
s_202214721,113203C
s_202214723,113202A
s_202214724,112203A
s_202214725,113102A
s_202214727,113101A
s_202214728,112101C
s_202214729,113201C
s_202214730,113201B
s_202214731,113202B
s_202214732,113203A
s_202214733,113203A
s_202214735,112101B
s_202214736,111202C
s_202214738,111102A
s_202214739,113201C
s_202214740,111102A
s_202214741,111102A
s_202214742,111202A
s_202214743,112201B
s_202214744,112102B
s_202214745,111102A
s_202214746,111201C
s_202214747,113203C
s_202214748,112202B
s_202214749,113103A
s_202214750,112201C
s_202214751,111201B
s_202214752,112101B
s_202214753,113202A
s_202214754,111203A
s_202214755,113102B
s_202214756,113201A
s_202214757,113102A
s_202214758,113101B
s_202214759,111101A
s_202214760,112201A
s_202214761,111201C
s_202214762,111203C
s_202214763,111101B
s_202214764,113203A
s_202214765,112201B
s_202214767,113201B
s_202214768,111102C
s_202214769,111202C
s_202214770,113101B
s_202214771,113102B
s_202214772,111201A
s_202214773,113202C
s_202214774,112201C
s_202214775,113202A
s_202214776,113102C
s_202214777,112203C
s_202214778,113102C
s_202214779,111203A
s_202214780,113202A
s_202214781,112102A
s_202214782,111201B
s_202214783,112102B
s_202214784,111201A
s_202214785,111102A
s_202214786,111201C
s_202214787,111103C
s_202214788,112203C
s_202214789,113102B
s_202214790,111103C
s_202214791,111103A
s_202214792,111203A
s_202214793,111103A
s_202214794,112201B
s_202214795,113102B
s_202214796,113102C
s_202214797,112202C
s_202214799,113101C
s_202214801,113103A
s_202214802,111101A
s_202214804,113103C
s_202214805,112203A
s_202214806,113202C
s_202214807,113203C
s_202214808,111101B
s_202214809,111103C
s_202214810,112102A
s_202214811,113203C
s_202214812,112101A
s_202214813,112101A
s_202214815,113102B
s_202214816,111103A
s_202214818,113101B
s_202214819,111102C
s_202214820,113103C
s_202214821,112201B
s_202214822,113201C
s_202214823,113202C
s_202214824,112101A
s_202214825,113102B
s_202214826,113101A
s_202214827,111203A
s_202214828,112103A
s_202214829,112103C
s_202214830,111101A
s_202214832,112202A
s_202214834,112201A
s_202214835,112101B
s_202214836,111201B
s_202214837,111103C
s_202214839,113201C
s_202214840,111101A
s_202214841,113202A
s_202214842,113101A
s_202214844,111202C
s_202214845,111103C
s_202214846,112103C
s_202214847,112103C
s_202214849,113102C
s_202214850,111203C
s_202214851,111103C
s_202214852,113201A
s_202214853,113101C
s_202214854,113203C
s_202214855,112101B
s_202214858,113203A
s_202214859,113203C
s_202214861,111101C
s_202214862,112103A
s_202214863,111103C
s_202214864,112102C
s_202214865,113103C
s_202214866,113102B
s_202214867,112103C
s_202214868,111101B
s_202214869,111102B
s_202214870,111203A
s_202214871,113102B
s_202214872,111101C
s_202214873,113201B
s_202214874,113201C
s_202214875,113102C
s_202214876,111101C
s_202214877,112102B
s_202214878,113201A
s_202214879,113103A
s_202214880,112102B
s_202214881,111102A
s_202214882,113201B
s_202214883,113202B
s_202214884,113102B
s_202214885,112203C
s_202214887,112201B
s_202214888,111103C
s_202214889,111103A
s_202214890,113202A
s_202214891,111201C
s_202214893,111103C
s_202214894,113102C
s_202214895,112203C
s_202214896,111102C
s_202214897,112201B
s_202214898,113203A
s_202214899,112102B
s_202214900,113101B
s_202214901,112201B
s_202214902,113102C
s_202214903,113103C
s_202214905,111101B
s_202214906,113203C
s_202214907,113101A
s_202214908,111203C
s_202214909,113202C
s_202214911,111102A
s_202214912,111201B
s_202214913,111202A
s_202214914,112102B
s_202214916,111101B
s_202214917,113101B
s_202214918,113201A
s_202214919,111102C
s_202214920,113202C
s_202214921,113203A
s_202214922,112201C
s_202214923,112101C
s_202214924,111202C
s_202214925,111202A
s_202214926,112201B
s_202214927,113101A
s_202214928,112103A
s_202214929,112202B
s_202214930,113101A
s_202214931,113202B
s_202214932,112102C
s_202214934,113101B
s_202214935,113201A
s_202214936,113103C
s_202214937,113101C
s_202214938,111203A
s_202214939,112203C
s_202214940,113102A
s_202214941,113203A
s_202214942,111102A
s_202214943,111202C
s_202214944,112101A
s_202214945,113101A
s_202214946,111201A
s_202214947,111101B
s_202214948,113201A
s_202214949,113101B
s_202214950,111203C
s_202214951,113103A
s_202214952,111102C
s_202214953,111203A
s_202214954,113201C
s_202214955,112203A
s_202214956,112102B
s_202214957,113101A
s_202214958,112201B
s_202214959,112201B
s_202214960,113103C
s_202214961,113102C
s_202214962,112202B
s_202214963,112203A
s_202214964,113203A
s_202214966,112102A
s_202214967,113201B
s_202214968,111103A
s_202214969,113101A
s_202214970,112201C
s_202214971,113202A
s_202214972,111103C
s_202214973,112103A
s_202214974,113101C
s_202214975,112103C
s_202214976,111102A
s_202214977,113102C
s_202214978,112203A
s_202214979,113101C
s_202214980,112202A
s_202214982,112201C
s_202214983,112103A
s_202214984,111203C
s_202214985,112201A
s_202214986,111102B
s_202214987,111103C
s_202214988,112101A
s_202214989,111201B
s_202214990,113102C
s_202214991,112101B
s_202214992,111103A
s_202214993,111101C
s_202214994,112103C
s_202214995,112202B
s_202214996,113103A
s_202214997,111202A
s_202214998,112102C
s_202214999,112203A
s_202215000,111203A
s_202215001,112101B
s_202215002,111103A
s_202215003,112201C
s_202215004,112103A
s_202215006,112202C
s_202215007,113202A
s_202215008,111201A
s_202215009,112101C
s_202215010,112101C
s_202215011,113202B
s_202215012,111102C
s_202215013,111102C
s_202215014,112202A
s_202215015,112102A
s_202215016,112201C
s_202215017,112201A
s_202215018,111103C
s_202215019,111201A
s_202215020,112201B
s_202215021,111102C
s_202215022,112101C
s_202215023,113201C
s_202215024,112102B
s_202215025,111103A
s_202215026,112203A
s_202215029,112201B
s_202215030,113203C
s_202215031,112101B
s_202215032,112103C
s_202215033,112202B
s_202215035,113101B
s_202215036,113101B
s_202215037,112203C
s_202215038,111103C
s_202215040,111202A
s_202215041,112202B
s_202215042,113102C
s_202215045,111203A
s_202215047,111101C
s_202215048,113101B
s_202215049,112203C
s_202215050,111203C
s_202215051,113202C
s_202215052,113201C
s_202215053,112203C
s_202215054,113101C
s_202215055,112103C
s_202215056,112101B
s_202215059,111103A
s_202215060,113203C
s_202215061,112102A
s_202215062,113201C
s_202215063,113202C
s_202215064,113101C
s_202215065,111203C
s_202215067,112203C
s_202215068,113203C
s_202215069,113201C
s_202215070,112103C
s_202215071,112103A
s_202215072,113102B
s_202215073,113203C
s_202215074,112102A
s_202215075,113201A
s_202215076,113202B
s_202215077,111102C
s_202215078,113203A
s_202215079,113203A
s_202215080,111202C
s_202215081,112101B
s_202215082,111201C
s_202215083,113102A
s_202215084,111103C
s_202215085,112101C
s_202215086,113102B
s_202215088,111103A
s_202215089,112201A
s_202215090,113201A
s_202215091,111101B
s_202215092,112201B
s_202215093,112201B
s_202215094,111102B
s_202215095,111101B
s_202215096,111101A
s_202215097,112102B
s_202215098,113101C
s_202215099,112101C
s_202215100,113103C
s_202215101,112201A
s_202215102,112201C
s_202215103,113103A
s_202215104,111201A
s_202215106,111102C
s_202215107,111201B
s_202215109,113202B
s_202215110,111201C
s_202215111,113101B
s_202215112,111102C
s_202215113,113201B
s_202215114,113201A
s_202215115,111103C
s_202215116,112203A
s_202215117,113101B
s_202215118,113202B
s_202215119,113202C
s_202215120,111101A
s_202215121,112103A
s_202215122,113101C
s_202215123,111102B
s_202215124,111101A
s_202215125,111103C
s_202215126,113203A
s_202215127,112203A
s_202215128,112103C
s_202215129,112203A
s_202215130,112203A
s_202215131,112101A
s_202215132,112101C
s_202215133,111102B
s_202215134,111203A
s_202215135,113202B
s_202215136,112202B
s_202215137,111203C
s_202215138,111201B
s_202215139,112101C
s_202215140,113102A
s_202215141,113203C
s_202215142,112103A
s_202215143,111101B
s_202215144,112101C
s_202215145,111103A
s_202215146,111203A
s_202215147,113201A
s_202215148,112201B
s_202215149,113102B
s_202215150,111101B
s_202215151,111102A
s_202215152,112201C
s_202215153,113202C
s_202215154,111201A
s_202215155,112102C
s_202215156,113201C
s_202215157,113102A
s_202215158,113203A
s_202215159,112203A
s_202215160,113201B
s_202215161,113201B
s_202215162,112202B
s_202215163,112201C
s_202215164,111201A
s_202215165,111203C
s_202215166,111202C
s_202215167,112203C
s_202215168,113202C
s_202215169,113201B
s_202215170,113201C
s_202215171,113101C
s_202215172,111103C
s_202215173,112103A
s_202215174,113203A
s_202215175,112101C
s_202215176,113202A
s_202215177,112101C
s_202215178,112102C
s_202215179,112101B
s_202215181,112202A
s_202215182,112101C
s_202215183,113201A
s_202215185,112201C
s_202215186,113202C
s_202215187,111101A
s_202215188,113101A
s_202215189,112102C
s_202215190,111103A
s_202215191,111101B
s_202215192,112103A
s_202215193,113102B
s_202215194,113103A
s_202215195,112203C
s_202215197,111201C
s_202215198,112101B
s_202215199,113101C
s_202215200,112201B
s_202215201,111202A
s_202215202,111203A
s_202215203,111202B
s_202215205,111103A
s_202215206,113101B
s_202215207,112201B
s_202215209,111203C
s_202215210,111103C
s_202215211,111102C
s_202215212,112103A
s_202215213,111201C
s_202215214,111202B
s_202215215,113103A
s_202215216,111202A
s_202215217,112203C
s_202215218,112101B
s_202215219,112103C
s_202215221,111101C
s_202215223,113203C
s_202215224,112101B
s_202215225,113201B
s_202215226,112203A
s_202215227,111103A
s_202215228,113202B
s_202215229,111203A
s_202215230,112103A
s_202215231,113102A
s_202215232,113101B
s_202215233,113203C
s_202215234,112202C
s_202215235,112101C
s_202215236,113201B
s_202215237,113101C
s_202215238,113101A
s_202215239,113201A
s_202215240,111101C
s_202215241,113101A
s_202215242,111102A
s_202215243,112101A
s_202215244,112101C
s_202215245,112102C
s_202215246,112202A
s_202215247,113103C
s_202215248,111102C
s_202215250,113203C
s_202215251,111201C
s_202215252,112101B
s_202215253,112203A
s_202215254,112103A
s_202215255,112103C
s_202215256,111102A
s_202215257,111201B
s_202215259,111102A
s_202215260,111201C
s_202215261,111103C
s_202215262,111102B
s_202215263,113101C
s_202215267,112102A
s_202215268,111102C
s_202215269,112103C
s_202215270,113102C
s_202215271,112101B
s_202215273,111103A
s_202215274,111101B
s_202215275,111202C
s_202215276,113101C
s_202215278,111203A
s_202215279,111101B
s_202215280,112201A
s_202215282,112201A
s_202215283,111201B
s_202215284,112101C
s_202215285,112101A
s_202215286,112202A
s_202215287,111103A
s_202215288,112202C
s_202215289,113101A
s_202215290,112101C
s_202215291,112102B
s_202215292,113101C
s_202215293,113103C
s_202215294,111101A
s_202215295,113202B
s_202215296,113203C
s_202215297,112201B
s_202215299,112102C
s_202215300,113103C
s_202215301,111202B
s_202215302,112102A
s_202215304,113201A
s_202215305,112201A
s_202215306,113103A
s_202215307,112101B
s_202215308,113102C
s_202215309,113203A
s_202215310,112102A
s_202215311,112202A
s_202215312,111201B
s_202215313,111101B
s_202215314,113202C
s_202215315,113201B
s_202215316,112102A
s_202215317,113201B
s_202215318,113101A
s_202215321,113101A
s_202215322,112103A
s_202215323,112201B
s_202215324,113203A
s_202215325,112103C
s_202215326,113203C
s_202215327,111102B
s_202215329,113102C
s_202215330,112101B
s_202215331,113203A
s_202215332,112103A
s_202215334,113101B
s_202215335,113202A
s_202215336,113203A
s_202215337,111201C
s_202215338,113101A
s_202215339,113103A
s_202215340,113202A
s_202215341,113103C
s_202215342,112102B
s_202215343,113102B
s_202215344,113103A
s_202215345,111202C
s_202215346,113201C
s_202215347,113203C
s_202215348,113201C
s_202215350,113201C
s_202215351,113203C
s_202215352,112201A
s_202215353,113202A
s_202215354,112203A
s_202215355,113101C
s_202215356,112101C
s_202215357,112201A
s_202215358,113103A
s_202215360,113203C
s_202215361,112202C
s_202215362,112202B
s_202215363,111101C
s_202215364,113202A
s_202215365,113101C
s_202215366,111201C
s_202215367,111101B
s_202215368,112201A
s_202215369,111203A
s_202215370,111103A
s_202215371,113203A
s_202215372,112202C
s_202215373,112103C
s_202215374,113103C
s_202215375,111201C
s_202215376,113201B
s_202215377,113202A
s_202215378,113102A
s_202215379,112203C
s_202215380,113201B
s_202215381,112103A
s_202215382,113202A
s_202215384,112203A
s_202215385,113102C
s_202215387,111203A
s_202215388,112101B
s_202215389,113201C
s_202215390,111102B
s_202215391,111203C
s_202215392,111201B
s_202215393,112102A
s_202215394,112202A
s_202215395,113103A
s_202215396,113102C
s_202215397,111202C
s_202215398,113103C
s_202215400,113101A
s_202215401,113202C
s_202215402,112102C
s_202215403,113103A
s_202215404,113202C
s_202215405,112202A
s_202215406,113203C
s_202215407,113101A
s_202215408,111103C
s_202215409,112202B
s_202215410,113102B
s_202215411,111201C
s_202215412,111103A
s_202215413,112101C
s_202215414,112201B
s_202215415,112103C
s_202215416,113202C
s_202215417,111101C
s_202215418,112103A
s_202215419,112202A
s_202215421,111101B
s_202215422,113102B
s_202215423,111101C
s_202215425,112201B
s_202215426,112101B
s_202215427,113203A
s_202215428,111103A
s_202215429,112203C
s_202215430,113203A
s_202215431,111201A
s_202215432,112201C
s_202215433,111101C
s_202215435,111203C
s_202215436,111102C
s_202215437,111201C
s_202215438,111201C
s_202215439,112201A
s_202215440,111102B
s_202215441,111101C
s_202215442,111102C
s_202215443,112103C
s_202215444,112101C
s_202215445,111201B
s_202215446,112103C
s_202215447,111201C
s_202215448,111101B
s_202215449,111203A
s_202215450,113202A
s_202215451,113103A
s_202215452,113202B
s_202215453,112103A
s_202215455,111102A
s_202215456,111102C
s_202215457,111203A
s_202215458,113203C
s_202215459,112103A
s_202215460,112102A
s_202215461,111202C
s_202215462,113102B
s_202215463,111103C
s_202215464,111103C
s_202215465,113102C
s_202215466,113203C
s_202215467,113202C
s_202215468,112101C
s_202215470,112101A
s_202215471,113202B
s_202215472,112201B
s_202215473,112202C
s_202215474,111102B
s_202215475,113203C
s_202215476,113103A
s_202215477,111102B
s_202215478,111201B
s_202215479,112101B
s_202215480,112102C
s_202215481,113203A
s_202215482,113103C
s_202215483,111101A
s_202215484,112103A
s_202215485,113101B
s_202215486,111101B
s_202215488,112201A
s_202215489,111101A
s_202215490,113203A
s_202215491,111103C
s_202215492,111203C
s_202215493,112101C
s_202215494,111203C
s_202215495,112202B
s_202215496,112101C
s_202215497,112202C
s_202215498,112201C
s_202215499,112102B
s_202215500,112102B
s_202215501,112101B
s_202215502,113202B
s_202215503,111101C
s_202215505,112203A
s_202215506,111202C
s_202215507,111202C
s_202215508,112101B
s_202215509,112102A
s_202215510,113201A
s_202215512,112103C
s_202215513,112101A
s_202215514,113103C
s_202215515,112202B
s_202215516,111102C
s_202215517,113202C
s_202215518,111202A
s_202215519,111202B
s_202215520,111103A
s_202215521,112103C
s_202215522,112203A
s_202215523,113202C
s_202215524,113101A
s_202215526,113203A
s_202215527,113103C
s_202215529,112202A
s_202215530,112102A
s_202215531,111103C
s_202215532,112103A
s_202215533,112101B
s_202215534,111202C
s_202215536,111101B
s_202215537,112103C
s_202215538,113102C
s_202215539,113102A
s_202215540,111101A
s_202215542,112101B
s_202215543,112203A
s_202215544,113101B
s_202215546,111102A
s_202215547,111102B
s_202215548,113202B
s_202215549,112201C
s_202215550,111102A
s_202215551,111103A
s_202215552,113102B
s_202215553,111102B
s_202215554,111103C
s_202215555,112203C
s_202215556,113201A
s_202215557,113101B
s_202215558,111103C
s_202215559,113103C
s_202215560,111101C
s_202215561,113101A
s_202215562,111203C
s_202215564,111203C
s_202215565,113203A
s_202215567,113102C
s_202215568,113103C
s_202215569,111101C
s_202215570,113203C
s_202215571,112103A
s_202215572,111203A
s_202215573,111102A
s_202215574,112201B
s_202215575,111203C
s_202215576,112101A
s_202215577,112202B
s_202215578,111203A
s_202215579,113201A
s_202215580,112203A
s_202215581,112101B
s_202215582,113203C
s_202215583,111203C
s_202215584,111101B
s_202215586,111202B
s_202215587,112203A
s_202215588,113103C
s_202215589,113203C
s_202215591,111201C
s_202215592,112203C
s_202215594,113103C
s_202215596,112203C
s_202215597,113103C
s_202215598,111103C
s_202215599,112101B
s_202215600,111201C
s_202215601,112202C
s_202215602,113101B
s_202215603,112202A
s_202215604,111103C
s_202215605,112102B
s_202215606,111103C
s_202215607,113202B
s_202215609,113103A
s_202215610,113102B
s_202215611,112203C
s_202215612,113203A
s_202215613,113101B
s_202215614,111203C
s_202215616,112202C
s_202215617,113103A
s_202215618,113203A
s_202215619,111203A
s_202215620,111201A
s_202215621,111101B
s_202215622,113103C
s_202215623,112101B
s_202215624,111203A
s_202215625,112101A
s_202215626,111102A
s_202215627,112101C
s_202215628,111202B
s_202215629,111103C
s_202215630,111203A
s_202215631,113201C
s_202215632,113103C
s_202215633,112203A
s_202215634,113202B
s_202215635,113202C
s_202215636,113102B
s_202215637,113203C
s_202215639,112201A
s_202215640,113101A
s_202215641,112202A
s_202215642,113102A
s_202215643,111101C
s_202215644,112102B
s_202215645,112102A
s_202215647,112203C
s_202215648,113203A
s_202215649,112101C
s_202215651,113102B
s_202215652,111203A
s_202215653,112201C
s_202215656,111202C
s_202215657,112102B
s_202215658,112103A
s_202215659,111203C
s_202215660,113201C
s_202215661,112201A
s_202215662,113203C
s_202215663,112102C
s_202215664,112102C
s_202215665,112201C
s_202215666,112201B
s_202215667,112203C
s_202215668,112202A
s_202215669,112102B
s_202215670,113202C
s_202215671,113202A
s_202215673,112102C
s_202215674,112203A
s_202215675,113102A
s_202215676,112103A
s_202215677,113103C
s_202215678,112201C
s_202215679,111201A
s_202215680,112102B
s_202215681,111102A
s_202215682,112203A
s_202215683,111202B
s_202215684,113202B
s_202215685,111203A
s_202215687,111101C
s_202215688,113101C
s_202215689,112103A
s_202215690,111103A
s_202215691,113202B
s_202215692,111202A
s_202215694,113102B
s_202215695,112203A
s_202215696,112201A
s_202215697,112203A
s_202215698,112203A
s_202215699,111101B
s_202215700,111202B
s_202215701,113203A
s_202215702,111103A
s_202215703,113201A
s_202215704,112103A
s_202215705,112202B
s_202215706,113201C
s_202215707,111103A
s_202215708,112202C
s_202215709,112103A
s_202215710,112102A
s_202215711,111102A
s_202215712,112203A
s_202215713,113203C
s_202215714,111101B
s_202215715,111203A
s_202215716,112102B
s_202215717,112101B
s_202215718,113202C
s_202215719,111103A
s_202215720,111102C
s_202215721,113201A
s_202215722,111103C
s_202215723,111103C
s_202215724,111103C
s_202215725,111103C
s_202215728,112201A
s_202215729,112202A
s_202215730,112201A
s_202215731,113202B
s_202215732,111201B
s_202215733,112202A
s_202215734,111102C
s_202215735,112101A
s_202215736,112203C
s_202215738,113103A
s_202215739,111103A
s_202215740,112202A
s_202215741,113201A
s_202215742,112203A
s_202215743,111203C
s_202215744,113203C
s_202215746,111201B
s_202215747,111203A
s_202215748,113103A
s_202215749,111103C
s_202215750,112202B
s_202215751,111201C
s_202215753,111203C
s_202215754,111103C
s_202215755,112101B
s_202215756,112201C
s_202215757,113103A
s_202215758,112101C
s_202215759,113202B
s_202215760,113202C
s_202215762,111202A
s_202215763,112101C
s_202215764,112202A
s_202215765,113202B
s_202215767,112102A
s_202215768,112103A
s_202215769,111102A
s_202215772,113102A
s_202215773,113102C
s_202215774,111103C
s_202215775,111102C
s_202215776,111203C
s_202215778,112203C
s_202215779,113102A
s_202215780,112101C
s_202215781,113102A
s_202215782,112101C
s_202215783,111201A
s_202215784,113202B
s_202215785,112101C
s_202215786,112103C
s_202215787,113202C
s_202215789,113201B
s_202215791,111101A
s_202215792,112203C
s_202215793,111103A
s_202215794,113102B
s_202215795,113101C
s_202215797,112102A
s_202215798,112201B
s_202215799,111201B
s_202215800,113203C
s_202215801,112203A
s_202215802,113203A
s_202215803,113102A
s_202215804,113103C
s_202215805,111102C
s_202215806,113103C
s_202215808,113203A
s_202215809,111101A
s_202215810,112102B
s_202215811,112201B
s_202215814,113103C
s_202215815,111203A
s_202215816,112201B
s_202215817,112101A
s_202215818,112202A
s_202215820,111203C
s_202215822,111101A
s_202215823,112102C
s_202215824,113201B
s_202215825,113102A
s_202215826,113101C
s_202215827,112101A
s_202215828,112103C
s_202215829,113101C
s_202215832,112101B
s_202215833,112103A
s_202215834,112203A
s_202215835,113101A
s_202215836,112202B
s_202215837,113103A
s_202215838,111103A
s_202215839,111101B
s_202215840,113101A
s_202215841,111103C
s_202215842,111102A
s_202215843,113102A
s_202215844,111203C
s_202215845,112102B
s_202215846,112102A
s_202215848,112201B
s_202215849,112203C
s_202215850,112203C
s_202215851,113202B
s_202215852,113202C
s_202215854,111102C
s_202215855,112203C
s_202215857,113102A
s_202215858,111102A
s_202215859,112102A
s_202215860,113102A
s_202215861,111203A
s_202215862,112103A
s_202215863,111101C
s_202215864,113202C
s_202215865,112103A
s_202215866,111201C
s_202215867,113101B
s_202215868,111203A
s_202215869,111103C
s_202215870,113203A
s_202215871,112203C
s_202215872,112101A
s_202215873,113203C
s_202215874,113101B
s_202215875,113103A
s_202215876,112201B
s_202215877,112201C
s_202215878,111203A
s_202215879,112202B
s_202215880,112101B
s_202215881,112201A
s_202215882,111202B
s_202215883,112202C
s_202215884,111201B
s_202215885,111203C
s_202215886,111202B
s_202215887,111202B
s_202215888,111101C
s_202215889,113101B
s_202215890,113103C
s_202215891,111202B
s_202215892,111102A
s_202215893,112203C
s_202215894,111203C
s_202215895,113201B
s_202215897,112203C
s_202215898,112101B
s_202215899,113203A
s_202215900,112203A
s_202215901,112101C
s_202215902,113101A
s_202215903,111202A
s_202215904,113102C
s_202215905,112201C
s_202215906,112202A
s_202215907,112103C
s_202215908,111202A
s_202215909,112201B
s_202215910,111202C
s_202215911,113202B
s_202215912,113101B
s_202215913,113101A
s_202215914,113202A
s_202215915,113102C
s_202215916,113203C
s_202215917,111201B
s_202215918,112101B
s_202215919,111101A
s_202215920,112202A
s_202215921,113201C
s_202215923,111101B
s_202215924,112101A
s_202215925,112201A
s_202215927,113201C
s_202215928,112102A
s_202215929,111103A
s_202215930,111203C
s_202215931,111103A
s_202215932,112201A
s_202215933,113203A
s_202215934,113103A
s_202215935,113102C
s_202215936,111102C
s_202215937,111203C
s_202215938,111102A
s_202215940,111201A
s_202215941,112203A
s_202215942,113202C
s_202215943,113202C
s_202215944,113102A
s_202215945,113103C
s_202215946,111102C
s_202215947,112103A
s_202215948,113101B
s_202215949,111203C
s_202215950,111203A
s_202215951,113202A
s_202215952,113202B
s_202215953,112102A
s_202215954,111102B
s_202215955,113103C
s_202215956,113101A
s_202215957,112102B
s_202215958,113101C
s_202215959,113103C
s_202215960,111101A
s_202215961,111203C
s_202215962,113201A
s_202215963,112201A
s_202215964,112201C
s_202215965,113201B
s_202215966,111101C
s_202215967,111102B
s_202215968,113202B
s_202215969,111203A
s_202215970,113201A
s_202215971,111203C
s_202215972,111101A
s_202215973,112201B
s_202215974,113202A
s_202215975,112101A
s_202215977,112202B
s_202215978,111101C
s_202215980,113202A
s_202215981,113202B
s_202215982,113103A
s_202215983,112102A
s_202215984,112203A
s_202215985,112203C
s_202215986,113103A
s_202215988,112101A
s_202215989,112202B
s_202215991,113203A
s_202215992,113203A
s_202215993,113101B
s_202215994,111201A
s_202215995,113203A
s_202215996,112101A
s_202215997,112101C
s_202215998,113203C
s_202216000,112102A
s_202216001,112103C
s_202216002,113103C
s_202216003,112101A
s_202216004,111101C
s_202216005,111203A
s_202216006,111202A
s_202216007,112103A
s_202216008,112103A
s_202216009,113103C
s_202216010,113101B
s_202216011,113101C
s_202216013,113201C
s_202216014,112201A
s_202216015,112202B
s_202216016,111102A
s_202216017,111101B
s_202216018,112202C
s_202216019,112203A
s_202216020,113203A
s_202216021,113201C
s_202216022,112101C
s_202216023,111102C
s_202216024,112203C
s_202216025,113202B
s_202216026,113102A
s_202216027,111102A
s_202216028,112103A
s_202216029,113202B
s_202216030,111203C
s_202216031,113201B
s_202216032,112203A
s_202216033,113201B
s_202216034,113102C
s_202216035,112101B
s_202216036,113101A
s_202216037,111103C
s_202216038,112102B
s_202216039,112202B
s_202216040,111103C
s_202216041,113102B
s_202216042,113201A
s_202216043,112203C
s_202216044,111203C
s_202216045,111102C
s_202216048,112203A
s_202216049,111203A
s_202216050,111202C
s_202216052,111202A
s_202216053,111201C
s_202216054,113102C
s_202216055,111101C
s_202216056,112103A
s_202216057,112103A
s_202216058,113201C
s_202216059,111203A
s_202216060,112202A
s_202216061,111102B
s_202216062,111103C
s_202216063,111101A
s_202216064,112101B
s_202216065,112202A
s_202216066,113202A
s_202216067,111101C
s_202216068,111201A
s_202216069,112103A
s_202216070,111203C
s_202216071,113101B
s_202216072,111101B
s_202216073,112103A
s_202216075,111201C
s_202216076,112201C
s_202216077,112102B
s_202216078,112103A
s_202216079,113202C
s_202216080,113202B
s_202216081,113102A
s_202216082,112201B
s_202216083,112203A
s_202216084,112101B
s_202216086,111203C
s_202216087,111101A
s_202216088,113202A
s_202216089,112201B
s_202216092,112102B
s_202216093,113102B
s_202216094,113201C
s_202216095,111102A
s_202216096,112102B
s_202216097,112201A
s_202216098,113103C
s_202216099,113102B
s_202216100,111202A
s_202216101,111103C
s_202216102,113102B
s_202216103,112201A
s_202216104,111102B
s_202216105,113201B
s_202216106,112101A
s_202216107,113101A
s_202216108,111202A
s_202216109,112102A
s_202216110,111101C
s_202216111,111102C
s_202216112,113203A
s_202216113,113101A
s_202216114,111101C
s_202216115,111203C
s_202216117,111203C
s_202216118,111103C
s_202216119,113201A
s_202216120,111202A
s_202216121,111203C
s_202216122,112202C
s_202216123,111203A
s_202216124,112102B
s_202216125,113102A
s_202216126,111201A
s_202216127,113201A
s_202216128,112202C
s_202216129,113203A
s_202216130,113201C
s_202216131,113203A
s_202216132,112201A
s_202216133,112202A
s_202216134,111203C
s_202216135,111102A
s_202216136,113101C
s_202216137,111202C
s_202216138,111103A
s_202216139,111202B
s_202216141,112202B
s_202216142,113103C
s_202216143,112202A
s_202216144,113103C
s_202216145,112103C
s_202216146,113102C
s_202216148,113203A
s_202216149,112101C
s_202216150,113101B
s_202216151,112201C
s_202216152,112102B
s_202216153,113201B
s_202216154,111102C
s_202216155,112202C
s_202216156,111103A
s_202216157,112101C
s_202216158,112101B
s_202216159,111101A
s_202216160,112103C
s_202216161,111201B
s_202216162,111201B
s_202216163,111101B
s_202216164,112201A
s_202216165,111102B
s_202216167,112101A
s_202216168,111202C
s_202216169,113202A
s_202216170,112101A
s_202216171,111102C
s_202216172,113101B
s_202216173,111202A
s_202216174,112102C
s_202216175,113201A
s_202216176,111203A
s_202216177,112202C
s_202216178,113101C
s_202216180,113201B
s_202216181,113102A
s_202216182,113101A
s_202216183,112202A
s_202216184,113101C
s_202216185,112103A
s_202216186,113101C
s_202216188,112203C
